ImageID,OriginalURL,OriginalLandingURL,XMin,YMin,XMax,YMax
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.054479,0.142188,0.152542,0.277344
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.312349,0.2,0.558111,0.358594
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.318402,0.146875,0.365617,0.222656
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.331719,0.234375,0.802663,0.466406
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.376513,0.178125,0.400726,0.2125
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.447942,0.142188,0.483051,0.19375
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.483051,0.092188,0.554479,0.182812
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.571429,0.121094,0.642857,0.18125
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.784504,0.049219,0.953995,0.282813
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.027845,0.259375,0.317191,0.613281
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.046005,0.180469,0.144068,0.269531
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.317191,0.159375,0.376513,0.219531
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.323245,0.219531,0.507264,0.33125
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.360775,0.273438,0.749395,0.446875
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.445521,0.164844,0.498789,0.196094
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.485472,0.113281,0.562954,0.185156
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.530266,0.642969,0.658596,0.867969
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.576271,0.1375,0.6477,0.182031
00a84a505ddc99be,https://c7.staticflickr.com/8/7458/12305746724_7f3ba1bc0e_o.jpg,https://www.flickr.com/photos/bibliotheque-leschampslibres-rennes/12305746724,0.802663,0.096094,0.927361,0.283594
0263bbdae7cd7509,https://c2.staticflickr.com/1/723/21353720682_edb9679e5c_o.jpg,https://www.flickr.com/photos/109430286@N06/21353720682,0.494375,0.82833,0.5775,0.954034
05fc158105531b11,https://farm2.staticflickr.com/5484/14411165808_e38c02817f_o.jpg,https://www.flickr.com/photos/abaecherliphotography/14411165808,0.642902,0.766729,0.913071,0.999375
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.475,0.5525,0.566875,0.723333
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.168125,0.276667,0.395625,0.505833
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.17875,0.0625,0.21,0.251667
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.229375,0.756667,0.311875,0.923333
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.229375,0.29,0.313125,0.475833
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.233125,0.535833,0.314375,0.703333
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.24125,0.070833,0.285,0.233333
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.28875,0.043333,0.379375,0.264167
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.466875,0.0525,0.525,0.254167
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.509375,0.291667,0.5575,0.44
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.515,0.751667,0.546875,0.9425
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.68375,0.310833,0.771875,0.4625
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.698125,0.768333,0.764375,0.918333
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.700625,0.548333,0.7625,0.734167
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.161875,0.035833,0.855625,0.968333
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.5225,0.16,0.541875,0.230833
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.618125,0.79,0.6375,0.896667
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.63875,0.828333,0.67375,0.896667
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.2425,0.795833,0.31375,0.8475
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.255625,0.344167,0.306875,0.389167
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.500625,0.5675,0.58125,0.6425
0089646f97a57599,https://c2.staticflickr.com/5/4057/4408923544_0cec1be708_o.jpg,https://www.flickr.com/photos/slowkodachrome/4408923544,0.70875,0.7975,0.764375,0.854167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.629167,0.413146,0.991667
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.692488,0.466667,0.78169,0.720833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.007042,0.666667,0.373239,0.9875
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.131455,0.483333,0.258216,0.7125
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.537559,0.691667,0.997653,0.979167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.4875,0.058685,0.625
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.00939,0.5625,0.140845,0.804167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.065728,0.4875,0.176056,0.7875
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.15493,0.483333,0.265258,0.708333
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.697183,0.475,0.774648,0.920833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.246479,0.766667,0.274648,0.883333
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.4875,0.053991,0.645833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.4875,0.025822,0.545833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.056338,0.545833,0.115023,0.658333
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.065728,0.5,0.119718,0.558333
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.211268,0.4875,0.248826,0.570833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.725352,0.470833,0.760563,0.579167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.535211,0.6875,0.814554,0.983333
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.79108,0.7,0.997653,0.9875
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.491667,0.028169,0.566667
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.058685,0.554167,0.115023,0.675
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.065728,0.4875,0.119718,0.579167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.199531,0.470833,0.262911,0.5875
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.70892,0.470833,0.758216,0.575
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.495833,0.068075,0.725
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.025822,0.554167,0.129108,0.820833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.061033,0.5,0.169014,0.895833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.164319,0.479167,0.274648,0.904167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.694836,0.483333,0.769953,0.9
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.4875,0.051643,0.695833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.007042,0.554167,0.14554,0.775
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.068075,0.495833,0.169014,0.704167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.690141,0.4875,0.767606,0.679167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.5125,0.028169,0.5625
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.096244,0.5375,0.119718,0.591667
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.204225,0.508333,0.234742,0.575
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.711268,0.495833,0.730047,0.554167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.002347,0.6125,0.042254,0.695833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.042254,0.5625,0.049296,0.608333
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.068075,0.654167,0.13615,0.770833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.107981,0.6,0.166667,0.670833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.152582,0.554167,0.183099,0.770833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.223005,0.545833,0.265258,0.695833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.687793,0.5875,0.732394,0.704167
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.71831,0.575,0.7723,0.683333
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.011737,0.754167,0.046948,0.825
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.098592,0.704167,0.152582,0.775
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.122066,0.641667,0.166667,0.695833
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.225352,0.629167,0.246479,0.683333
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.70892,0.6,0.725352,0.641667
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.720657,0.625,0.739437,0.654167
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.501572,0.039813,0.746855,0.264637
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.515723,0.023419,0.795597,0.224824
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.08805,0.531616,0.121069,0.632318
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.165094,0.189696,0.47956,0.915691
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.205975,0.194379,0.245283,0.28103
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.242138,0.194379,0.267296,0.285714
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.22625,0.535,0.48125,0.751667
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.23625,0.37,0.25125,0.413333
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.255,0.245,0.39125,0.405
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.2625,0.633333,0.27375,0.66
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.27375,0.638333,0.29,0.668333
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.3525,0.37,0.3675,0.391667
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.36625,0.366667,0.38,0.396667
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.3775,0.361667,0.3925,0.39
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.40875,0.683333,0.42625,0.713333
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.4225,0.68,0.44,0.71
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.43875,0.681667,0.45125,0.71
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.45125,0.675,0.46875,0.706667
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.55,0.683333,0.56875,0.746667
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.56375,0.328333,0.6625,0.413333
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.57625,0.381667,0.5925,0.413333
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.57625,0.653333,0.60125,0.701667
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.57875,0.71,0.5975,0.743333
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.59125,0.385,0.60625,0.413333
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.5925,0.255,0.76875,0.388333
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.59875,0.708333,0.61125,0.74
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.6025,0.661667,0.625,0.706667
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.60625,0.383333,0.6225,0.41
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.60875,0.706667,0.62375,0.738333
